timestamp,temperature,humidity,ppm,aqi,latitude,longitude,location_name
2025-11-26 23:18:48,25,50,50.73171,60.87805,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:19:03,25,50,50.73171,60.87805,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:19:18,25,50,47.07317,47.07317,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:19:34,25,50,44.87805,44.87805,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:19:49,25,50,55.12195,66.14634,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:20:07,25,50,53.90244,64.68293,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:20:22,25,50,51.70732,62.04878,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:20:37,25,50,51.21951,61.46342,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:20:53,25,50,53.90244,64.68293,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:21:08,25,50,50.97561,61.17073,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:21:24,25,50,52.43903,62.92683,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:21:39,25,50,50.73171,60.87805,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:21:55,25,50,50.2439,60.29269,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:22:10,25,50,46.82927,46.82927,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:22:25,25,50,54.39024,65.2683,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:22:40,25,50,49.26829,49.26829,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:22:56,25,50,53.90244,64.68293,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:23:11,25,50,49.5122,49.5122,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:23:26,25,50,47.56097,47.56097,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:23:42,25,50,50.97561,61.17073,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:23:57,25,50,50.4878,60.58537,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:24:12,25,50,52.43903,62.92683,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:24:27,25,50,52.68293,63.21951,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:24:43,25,50,43.65854,43.65854,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:24:59,25,50,50.4878,60.58537,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:25:14,25,50,50.4878,60.58537,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:25:29,25,50,51.95122,62.34146,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:25:45,25,50,49.5122,49.5122,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:26:00,25,50,51.46341,61.7561,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:26:15,25,50,50.73171,60.87805,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:26:31,25,50,51.21951,61.46342,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:26:46,25,50,53.41463,64.09756,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:27:01,25,50,47.56097,47.56097,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:27:16,25,50,48.53659,48.53659,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:27:31,25,50,50,50,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:27:47,25,50,41.21951,41.21951,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:28:02,25,50,42.19512,42.19512,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:28:17,25,50,35.12195,35.12195,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:28:32,25,50,37.31707,37.31707,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:28:48,25,50,35.60976,35.60976,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:29:03,25,50,36.58537,36.58537,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:29:18,25,50,37.56097,37.56097,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:29:34,25,50,39.7561,39.7561,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:29:49,25,50,36.34146,36.34146,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:30:04,25,50,33.90244,33.90244,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:30:19,25,50,35.60976,35.60976,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:30:35,25,50,36.34146,36.34146,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:30:50,25,50,34.63415,34.63415,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:31:05,25,50,37.31707,37.31707,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:31:20,25,50,31.70732,31.70732,18.469,73.8641,"Bibwewadi, Pune"
2025-11-26 23:31:36,25,50,35.12195,35.12195,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:01:59,0,0,31.21951,31.21951,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:02:14,0,0,23.41463,23.41463,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:02:30,0,0,27.07317,27.07317,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:02:45,0,0,25.60976,25.60976,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:03:06,27,41,26.82927,26.82927,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:03:21,27,41,27.31707,27.31707,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:03:36,27,41,31.21951,31.21951,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:03:51,27,41,26.58537,26.58537,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:04:07,27,41,26.09756,26.09756,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:04:25,27,41,50.73171,60.87805,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:04:40,27,41,51.95122,62.34146,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:04:56,27,41,46.82927,46.82927,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:05:11,27,41,39.7561,39.7561,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:05:26,27,41,40.4878,40.4878,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:05:43,27,41,42.92683,42.92683,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:05:58,27,41,39.5122,39.5122,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:06:13,27,41,42.92683,42.92683,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:06:28,27,41,45.60976,45.60976,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:06:44,27,41,43.41463,43.41463,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:06:59,27,41,41.46341,41.46341,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:07:14,27,41,46.34146,46.34146,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:07:30,27,41,43.17073,43.17073,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:07:45,27,41,42.68293,42.68293,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:08:14,27,41,46.09756,46.09756,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:08:30,27,41,45.36585,45.36585,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:08:45,27,41,43.65854,43.65854,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:09:00,27,41,45.60976,45.60976,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:09:15,27,41,52.43903,62.92683,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:09:30,27,41,46.58537,46.58537,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:09:46,27,41,49.26829,49.26829,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:10:01,27,41,19.5122,19.5122,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:10:16,27,41,23.65854,23.65854,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:10:32,27,41,22.68293,22.68293,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:10:47,27,41,27.07317,27.07317,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:11:02,27,41,22.43902,22.43902,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:11:17,27,41,20,20,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:11:33,27,41,21.70732,21.70732,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:11:48,27,41,32.92683,32.92683,18.469,73.8641,"Bibwewadi, Pune"
2025-11-27 00:12:03,27,41,28.53658,28.53658,18.469,73.8641,"Bibwewadi, Pune"
